beer_beerid,beer_name,brewery_name,review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_abv
45485,Mayflower Thanksgiving Ale,Mayflower Brewing Company,5,4.5,4.5,American Strong Ale,5,5,8
4259,Nemesis Strong Ale,Big Time Brewery & Alehouse,4.5,3,3,American Strong Ale,2.5,3,8
33503,Odell Extra Special Red Ale,Odell Brewing Company,5,4.5,5,American Strong Ale,5,4,8
52278,Off The Rails,Karl Strauss Brewing Company,4.5,4,4,American Strong Ale,4,4.5,8
23457,Olde English,Gentle Ben's Brewing Company,4,4,3.5,American Strong Ale,3,4,8
54472,Rosemary's Baby,Green Man Brewery,4,4.5,4,American Strong Ale,4.5,4,8
36317,Schlafly Maplewood Ale,Saint Louis Brewery / Schlafly Tap Room,4,4,4,American Strong Ale,4,4,8
17553,Shorty's Revenge,E.J. Phair Brewing Company,4,4,4,American Strong Ale,4,4.5,8
34035,Sopris Ale,Glenwood Canyon Brewing / Canyon Brew Pub,4.5,4,3.5,American Strong Ale,4.5,4.5,8
63579,Star Hill Stave,Thirsty Bear Brewing Company,3.5,3.5,4,American Strong Ale,3.5,3.5,8
47130,Sweetwater Stout Brown,SweetWater Brewing Company,4,4,4,American Strong Ale,4,3.5,8
13726,Wailing Wench,"Middle Ages Brewing Co., Ltd.",5,4.5,4.5,American Strong Ale,4.5,5,8
56793,Wilbur Brewhause Country Mellow Beer,Wilbur Brewing Co.,4.5,4,4,American Strong Ale,3.5,4,8
76842,Batch #666,Big Horse Brew Pub / Horse Feathers & Co.,4,3.5,4,American Strong Ale,4,4.5,7.9
7577,Hoppy Holidays,Chelsea Brewing Company,5,4.5,4,American Strong Ale,4,4,7.9
35873,Alpha Dog Double Red,Big Dog's Draft House,5,4.5,4.5,American Strong Ale,4,4.5,7.8
45155,Batch # 1000 Ale (Zamamiro! Ale),Baird Brewing Company / Fishmarket Taproom,4.5,3.5,3.5,American Strong Ale,4,4,7.8
34428,Best Of This Festivus,Manayunk Brewery and Restaurant,4,4,4.5,American Strong Ale,4.5,4,7.8
38141,Glen Ale ( JLS Release #27),Rogue Ales,4.5,3.5,3,American Strong Ale,4,4.5,7.8
30833,Heavy Hand,High Street Brewery & Cafe (McMenamins),4,3.5,4.5,American Strong Ale,4.5,4,7.8
50172,He'Brew Rejewvenator (Year Of The Date) 2009,Shmaltz Brewing Company,5,4.5,4.5,American Strong Ale,5,5,7.8
42380,He'Brew Rejewvenator (Year Of The Fig) 2008,Shmaltz Brewing Company,4.5,4,4,American Strong Ale,4.5,4,7.8
68425,Oaked Irish Death,Iron Horse Brewery,4,4,3,American Strong Ale,4,4,7.8
38703,Quilter's Irish Death,Iron Horse Brewery,5,4,4,American Strong Ale,4.5,4.5,7.8
47395,Speedball,BrewDog,4.5,4,3.5,American Strong Ale,4,4,7.8
25353,Stone 9th Anniversary Ale,Stone Brewing Co.,5,4,3.5,American Strong Ale,4,4.5,7.8
51314,Arrogant Jerk,Alcatraz Brewing Co.,2,2.5,4.5,American Strong Ale,4,3,7.7
10793,Cauldron Brew,Caldera Brewing Company,5,4,4.5,American Strong Ale,4.5,5,7.6
2333,Colorado Brewing Old Hand,Colorado Brewing & Trading Co.,4.5,4.5,4,American Strong Ale,4.5,4.5,7.6
40835,Newport Storm - Henry (Cyclone Series),Coastal Extreme Brewing Co.,5,5,4,American Strong Ale,5,4.5,7.6
64765,Pray For Snow,10 Barrel Brewing Co.,4,3.5,4,American Strong Ale,4,3.5,7.6
69900,Rogue Creamery 75th Anniversary Ale,Rogue Ales,4,4,4,American Strong Ale,4,4,7.6
22874,Bell's Batch 4000,"Bell's Brewery, Inc.",4.5,4,4,American Strong Ale,4,4,7.5
12553,Blue Label Barrel Aged Malt,Minneapolis Town Hall Brewery,5,4.5,4.5,American Strong Ale,4.5,4.5,7.5
37486,Dark Corner (Black Cap),Dark Horse Brewing Company,5,4,4.5,American Strong Ale,4,4.5,7.5
37485,Dark Corner (Red Cap),Corner Brewery & Beer Garden,4.5,4,3.5,American Strong Ale,4,3.5,7.5
3877,Dark Horse Reserve Special Black Bier Ale,Dark Horse Brewing Company,5,4,5,American Strong Ale,4.5,5,7.5
57825,Dr. Tongue,Bootlegger's Brewery,5,4,3.5,American Strong Ale,4.5,4.5,7.5
47627,El Diablo Rojo,Main Street Brewery & Lamppost Pizza,4,3.5,3.5,American Strong Ale,4,4.5,7.5
9368,Great Lakes Honey Ale,Great Lakes Brewing Company,5,4.5,4.5,American Strong Ale,5,5,7.5
69076,Little Village MFA,Elk Creek Cafe & Aleworks,4,4,4,American Strong Ale,4,4,7.5
47643,Max Hophead Imperial Red,Max Lager's American Grill & Brewery,4,4.5,4,American Strong Ale,3.5,3.5,7.5
74659,North V,Fort George Brewery + Public House,4,3.5,4.5,American Strong Ale,3.5,3.5,7.5
70455,Parrot Head,Odd Side Ales,3,3,3.5,American Strong Ale,3,3,7.5
33227,Pike Tandem Double Ale,Pike Pub & Brewery,5,4,4,American Strong Ale,4.5,4.5,7.5
55233,Quaff Bros Jones IPA,Mt. Carmel Brewing Company,4.5,3,3,American Strong Ale,4,4,7.5
41457,Robust Ale,Telegraph Brewing Company,4.5,3.5,4,American Strong Ale,4,4,7.5
13533,Sasquatch Strong Ale,"Wild Duck Brewery, Restaurant And Music Hall",4.5,4,4.5,American Strong Ale,4,4,7.5
52829,Snowblind Strong Ale,Mohawk Brewing Company,4,4,2.5,American Strong Ale,4.5,4,7.5
76652,Winter's Folly,Green Flash Brewing Co.,4,4,4,American Strong Ale,4.5,4,7.5
75833,Disorderly Strong Ale,Berryessa Brewing Co,4,3.5,4,American Strong Ale,4,4,7.4
33039,Monk Madness (JLS Release #18),Rogue Ales,5,5,3,American Strong Ale,4.5,4.5,7.4
4279,Port Townsend Winter Ale,Port Townsend Brewing Company,4.5,3.5,3,American Strong Ale,3.5,4,7.4
32907,Brewer (JLS Release #17),Rogue Ales,5,5,5,American Strong Ale,4.5,5,7.33
59791,Bourbon Barrel Aged 300,Hopworks Urban Brewery,4,3,4,American Strong Ale,4,3.5,7.3
46632,Sherbrooke Rye Dawn (Barrel #1A),Alley Kat Brewing Company,2.5,3.5,3,American Strong Ale,1,2,7.3
34682,Spruce Goose,Steamworks Brewing Co.,4,4,4,American Strong Ale,3,4,7.3
54214,XtrEem Chinook (for Brouwerij De Eem),Brouwerij De Prael,4.5,4,3.5,American Strong Ale,4,4,7.3
92,Arrogant Bastard Ale,Stone Brewing Co.,5,5,5,American Strong Ale,4,4.5,7.2
49352,Arrogant Bastard Ale Aged In Bourbon Barrels,Stone Brewing Co.,4.5,3.5,4.5,American Strong Ale,4.5,4,7.2
67239,Arrogant Bastard Ale Double Dry Hopped,Stone Brewing Co.,4,3.5,3.5,American Strong Ale,4.5,4.5,7.2
74917,Arrogant Bastard Ale With Coconut,Stone Brewing Co.,4.5,4,4,American Strong Ale,4.5,4,7.2
57181,Kross 5,Kross Microbrew Beer (Southern Brewing Company),4.5,4.5,4,American Strong Ale,4.5,4.5,7.2
8951,Oaked Arrogant Bastard Ale,Stone Brewing Co.,5,4.5,4,American Strong Ale,4.5,4.5,7.2
45827,Old Treehugger Ale,Bullfrog Brewery,5,4.5,5,American Strong Ale,5,4.5,7.2
64783,Stone Dry Hopped Arrogant Bastard Ale,Stone Brewing Co.,5,4.5,4.5,American Strong Ale,4.5,4.5,7.2
60741,Chico Special Pale Ale,Sierra Nevada Brewing Co.,4,4,3,American Strong Ale,4,4,7.1
2321,Fat Weasel Ale,Steinhaus Brewing Co.,5,4,3,American Strong Ale,4,4.5,7.1
62991,Tail Yanker,Freetail Brewing Company,4.5,3,4,American Strong Ale,4,4,7.1
46222,Wasatch Winterfest,Utah Brewers Cooperative,4.5,4,4,American Strong Ale,4,4.5,7.1
73139,25th Anniversary Vanilla Doubledog,Abita Brewing Co.,4.5,3,4.5,American Strong Ale,5,4.5,7
57804,Black Mariah,Breaker Brewing Company,4,4,4,American Strong Ale,4,4,7
17124,Brulle,Brasserie d'Algiers,4,3.5,3.5,American Strong Ale,3.5,4,7
28155,Darkside,The Shed Restaurant & Brewery,4.5,4.5,4,American Strong Ale,4,4.5,7
64728,George Washington's Own,LagerHaus Grill & Brewery,4,3.5,4,American Strong Ale,3.5,4,7
36833,Hillary's Step Pale Ale,Minneapolis Town Hall Brewery,5,4,5,American Strong Ale,4.5,4.5,7
71534,Minerva Imperial Tequila Ale,Cervecería Minerva,4,4,3.5,American Strong Ale,4,3.5,7
17438,Moruto No Tokimeki,Kairinmaru Beer,4,3.5,4,American Strong Ale,3.5,3.5,7
9094,Mountain Ale,The Shed Restaurant & Brewery,5,5,5,American Strong Ale,5,5,7
73601,Mystical Jack Traditional Ale,Minhas Craft Brewery,3.5,2.5,3,American Strong Ale,3.5,3,7
33167,Olde #9 Anniversary Ale,Amherst Brewing Co.,4.5,4.5,4.5,American Strong Ale,4.5,4.5,7
67341,Retired Bastard Ale,Squam Brewing,4,3.5,3.5,American Strong Ale,4,4,7
10794,Southside Strong,Caldera Brewing Company,4,4,4,American Strong Ale,4,4,7
29525,Thunder Canyon Bing Bang Ale,Thunder Canyon Brewery,4,3.5,4,American Strong Ale,4,3.5,7
6751,Ubu Ale,Lake Placid Craft Brewing Company,5,5,5,American Strong Ale,5,5,7
50078,Bourbon Barrel Aged Red Rocket,Bear Republic Brewing Co.,4.5,4,3.5,American Strong Ale,3.5,3,6.9
41830,Deluxe Organic Ale,Hopworks Urban Brewery,4.5,3.5,3.5,American Strong Ale,4,4,6.9
9700,LSD (Lompoc Strong Draft),New Old Lompoc Brewery,5,3.5,4,American Strong Ale,4,4.5,6.9
19271,Olde #7 Anniversary Ale,Amherst Brewing Co.,5,3,4.5,American Strong Ale,4.5,4.5,6.85
23581,Olde #8 Anniversary Ale,Amherst Brewing Co.,4.5,3.5,4,American Strong Ale,4,3.5,6.85
13938,Ale Niño Ale,Port Brewing Company / Pizza Port,4.5,3.5,4,American Strong Ale,4.5,4.5,6.8
28739,Big Fish - Strong American Pale Ale,BJ's Restaurant & Brewhouse,4.5,4,3.5,American Strong Ale,3.5,4.5,6.8
50048,Bombay Rouge,Third Street Aleworks,5,5,3.5,American Strong Ale,4,5,6.8
9360,Single Malt Ale,Minneapolis Town Hall Brewery,5,4,4,American Strong Ale,4,4.5,6.8
61515,Spiced Obama IPA,Wig And Pen,4,4,4.5,American Strong Ale,3,4,6.8
11887,Switch Stance Strong Ale,Port Brewing Company / Pizza Port,4,4,4,American Strong Ale,4,4,6.8
21024,Goose Autumn Ale,Goose Island Beer Co.,4,4,4,American Strong Ale,4,4,6.7
8124,Sammy's Strong Ale,Bear Republic Brewing Co.,4.5,4,4,American Strong Ale,4,5,6.7
64767,Ebeweesner Scrooge,Bear Republic Brewing Co.,4,4,3.5,American Strong Ale,4,4.5,6.5
934,Gold Stock Ale,New England Brewing Co.,5,4.5,4.5,American Strong Ale,4.5,4.5,6.5
73199,Mad Scientist #6 Fresh Hop Strong Ale,Sixpoint Brewery,4.5,5,4.5,American Strong Ale,4.5,5,6.5
49146,Otis Strong Ale,Flat Branch Pub & Brewery,4,3.5,3.5,American Strong Ale,4,3,6.4
1605,Mogul Madness (JLS Release #2),Rogue Ales,5,4,4,American Strong Ale,4.5,5,6.25
49626,Epic Mayhem,Epic Brewing Company,5,4.5,3.5,American Strong Ale,3.5,3,6.2
6332,Double Six,Fernandes Brewery Tap,3,3.5,4,American Strong Ale,4.5,4.5,6
41798,Executioner's Ale,Grand River Brewing,4.5,4.5,4,American Strong Ale,4,4.5,6
28423,Glacier Strong Ale,Walnut Brewery,4,3.5,3.5,American Strong Ale,3.5,4,5.8
42035,Mock Bock,Cumberland Brews,3.5,4,4,American Strong Ale,3.5,3,5.7
29897,Oppigårds Easter Ale,Oppigårds Bryggeri AB,4,4,4,American Strong Ale,3.5,4.5,5.3
72608,61,Wig And Pen,4.5,4,4,American Strong Ale,4.5,4.5,
32807,20th Anniversary Ale,Buffalo Brewpub,1,1,2,American Strong Ale,1,1,
76523,2nd Anniversary,Bandwagon Brew Pub,3.5,3,3,American Strong Ale,2,4,
9404,Achilles Ale,Maplewood Farms Restaurant & Brewery,3.5,3.5,3.5,American Strong Ale,3.5,3.5,
69052,Ad Lib,Port Brewing Company / Pizza Port,4.5,4.5,4.5,American Strong Ale,4.5,4.5,
27696,Anarchy Ale,"Franklin's Restaurant, Brewery & General Store",4,4,4,American Strong Ale,4,4,
49479,Arrogant Bastard Ale Aged In Brandy Barrels,Stone Brewing Co.,4,4.5,4,American Strong Ale,4,4.5,
77046,Bagby's Last Stand,Port Brewing Company / Pizza Port,4.5,4.5,4,American Strong Ale,4,4.5,
69749,Barrel Aged Nefarious,Ska Brewing Co.,3,3,3,American Strong Ale,3,3.5,
62516,Barrel Aged Scottish Ale,Engine House No.9,4,4,4,American Strong Ale,4,4,
57127,Beaphistopheles,Avery Brewing Company,4.5,5,4.5,American Strong Ale,4.5,4.5,
34267,Bell's Eccentric Ale 2005 (Released 2006),"Bell's Brewery, Inc.",4.5,4,4,American Strong Ale,4.5,4.5,
30076,Big Phatty Panama Red,Water Street Brewing & Ale House,4,4,3,American Strong Ale,3,4,
41295,Big Tex,Draught House Pub & Brewery,3.5,3.5,4,American Strong Ale,4,3.5,
3116,Black Knight,Gettysbrew Restaurant & Brewery,3,2.5,3,American Strong Ale,3,2.5,
32389,Bourbon Aged Hedonism,Legacy Brewing Co.,4,4.5,4,American Strong Ale,4,4,
68564,Bourbon Barrel Aged Beelzebeer (BA 666),Flossmoor Station Restaurant & Brewery,4.5,4.5,4,American Strong Ale,4,4.5,
68604,Bourbon Barrel Aged Beelzebeer (BA 666) With Raspberries,Flossmoor Station Restaurant & Brewery,4.5,4.5,3.5,American Strong Ale,4,4.5,
75253,Bourbon Barrel Aged Winter Poison,Baron Brewing,3.5,3.5,4,American Strong Ale,3.5,3.5,
10518,Bourbon Barrel Benchmark,Portland Brewing Company,5,5,3,American Strong Ale,5,5,
75791,Bourbon Barrel Deadhead Double Red,Destihl Restaurant & Brew Works,4,4,3.5,American Strong Ale,4,4.5,
42427,Bourbon Barrel King William,Blue Star Brewing Company,4,4,4,American Strong Ale,3.5,4.5,
62963,Bourbon Oak Bell Ringer,RJ Rockers Brewing Company,4.5,4.5,3.5,American Strong Ale,4.5,4.5,
18716,Buoy 8 Strong Ale,Astoria Brewing Company / Wet Dog Cafe,4,4,4.5,American Strong Ale,4.5,3.5,
50514,Campeador - Fergus Mor Ale (2009),Cigar City Brewing,5,5,4.5,American Strong Ale,5,5,
50732,Capricho Oscuro - Batch 2,Cigar City Brewing,5,4,4.5,American Strong Ale,4.5,4.5,
54538,Capricho Oscuro - Batch 3,Cigar City Brewing,4.5,4,4.5,American Strong Ale,4,3.5,
4213,Churchyard Strong Ale,Beach Chalet Brewery and Restaurant,4,4,4,American Strong Ale,4.5,4,
51551,Collaborative Evil 09 - Double Blonde Action Ale,Speakeasy Ales & Lagers,3.5,3,3.5,American Strong Ale,3.5,4,
75967,Columbus Cousin Eddie,Columbus Brewing Company,4.5,4,4.5,American Strong Ale,4,4.5,
45894,Debbie's Little Helper,Goose Island Beer Co.,5,4.5,4,American Strong Ale,4,4.5,
15004,Demon Fuel Ale,Ramapo Valley Brewery,4,3,3,American Strong Ale,3.5,3.5,
31977,Dominion Double Red Ale,Old Dominion Brewing Company,4.5,3.5,3.5,American Strong Ale,4.5,4,
56544,Double Bastard Ale Double Dry Hopped,Stone Brewing Co.,5,5,4,American Strong Ale,4.5,4,
51252,Double Bus,Three Rivers Eatery And Brewhouse,3,3,4,American Strong Ale,4,3,
73947,Duck Billed Platypus - Pinot Noir Barrel Aged,Oakshire Brewing,3.5,3.5,3,American Strong Ale,3.5,4,
49287,Easter Keister,Cumberland Brews,4.5,5,4,American Strong Ale,4,5,
65254,Eisberg,Brugge Brasserie,4.5,4,4.5,American Strong Ale,4,4,
42464,El Diablo - Barrel Aged,Schooner's Grille & Brewery,4,5,4,American Strong Ale,4,5,
5361,Ellie's Celebration Ale,Goose Island Beer Co.,4.5,4,4,American Strong Ale,4,4.5,
44476,F-15 Double Red Rock,OPA-OPA Steakhouse & Brewery,4,4,4,American Strong Ale,4,4,
69361,Feeding Frenzy,Port Brewing Company / Pizza Port,4,3.5,4,American Strong Ale,3.5,4,
35235,Grizzly Peak Draconus Ale,Grizzly Peak Brewing Company,3.5,4.5,4,American Strong Ale,3,4,
34158,Grizzly Peak Edwin's Warm Up Ale,Grizzly Peak Brewing Company,4.5,3.5,3.5,American Strong Ale,4.5,4.5,
9374,Grizzly Peak Soggy Viking Strong Ale,Grizzly Peak Brewing Company,3,3.5,3.5,American Strong Ale,3.5,4,
4180,Hangtown Strong Blonde Ale,Hangtown Brewery,4,3,2.5,American Strong Ale,4,3.5,
57345,He'Brew Bittersweet Lenny's R.I.P.A. - Barrel-Aged,Shmaltz Brewing Company,1,2,3,American Strong Ale,2,2.5,
46862,He'Brew Jewbelation 11 On Rye,Shmaltz Brewing Company,4,4,4,American Strong Ale,4,4,
53733,He'Brew Origin Pomegranate Ale - Barrel-Aged,Shmaltz Brewing Company,4,3.5,4,American Strong Ale,4,3,
56379,Hercules Strong Ale Barrel Aged,Beer Works,4,4,4,American Strong Ale,3.5,4,
59268,Homegrown Strong,Breakwater Brewing,4,4,4,American Strong Ale,4,4,
59410,Hurricane Kitty Aged In Rye Whiskey Barrel,Keegan Ales,4,4.5,4,American Strong Ale,4.5,4.5,
65494,I-5 Imperial Brown Ale,Port Brewing Company / Pizza Port,4.5,2.5,4.5,American Strong Ale,4.5,4,
48247,Imperial Sasquatch,Ninkasi Brewing Company,4,4,4,American Strong Ale,4,4.5,
53809,Imperial Strong Ale,The Brew Kettle Taproom & Smokehouse / Production Works,4.5,4,4,American Strong Ale,4,4,
64317,Industrial Belgain Blonde Ho,Diamond Knot Brewery,2,2.5,3,American Strong Ale,2,2,
39824,Kentucky Bourbon Barrel Ale - Old Friends,Alltech’s Lexington Brewing and Distilling Co.,4.5,5,4,American Strong Ale,4,5,
5829,King William Ale,Blue Star Brewing Company,4.5,3.5,4,American Strong Ale,4,4,
27895,Kuhnhenn D & D Strong Ale,Kuhnhenn Brewing Company,3.5,3,3,American Strong Ale,3,3.5,
36176,Latona 20th Anniversary Ale,Rogue Ales,4.5,4,4,American Strong Ale,4,4.5,
61155,LD Strong,McMenamins Old St. Francis School,4,3.5,4,American Strong Ale,4.5,4,
64803,Megalodon,Pacific Coast Brewing Company,1,1.5,3,American Strong Ale,2.5,1.5,
2305,Millennium,Beer Works,4,4,4,American Strong Ale,4.5,4,
43276,Mogul 2007 (JLS Release #32),Rogue Ales,4.5,4,4.5,American Strong Ale,4.5,4.5,
21887,Motor City Brewing Strong Ale,Motor City Brewing Works,4.5,4,3.5,American Strong Ale,3.5,4,
71631,Mr. Woodcock,Freetail Brewing Company,4,4.5,4,American Strong Ale,3.5,4,
49885,Newport Storm Bootlegger,Coastal Extreme Brewing Co.,4,4,4,American Strong Ale,4.5,4,
39874,Oak Aged Ale,Harpoon Brewery,4,4.5,4.5,American Strong Ale,4.5,4.5,
52103,Oak Cuvee Ale,Ellicottville Brewing Co.,5,4,4,American Strong Ale,4.5,5,
7118,Old Vixen,Lovejoy's Taproom,4.5,4,3.5,American Strong Ale,4,4,
36126,Ole Uppercut Strong Ale,John Harvard's Brewery & Ale House,4.5,3.5,4,American Strong Ale,4,4.5,
61826,Pro Am Big Chocolate Wood,Naked City Taphouse,3,4,3,American Strong Ale,3.5,3.5,
69554,Quaff Bros Hop Flood,Rivertown Brewing Co.,5,5,3,American Strong Ale,4,4.5,
37848,Redtail Ale,Uncle Buck's Brewery & Steakhouse,4.5,3.5,4,American Strong Ale,4,4,
55577,Sam The Man,Big Al Brewing,3.5,3.5,3.5,American Strong Ale,3,3.5,
48453,Schlafly Bourbon Cask Ale,Saint Louis Brewery / Schlafly Tap Room,4.5,4,4,American Strong Ale,4,4,
50420,Schlafly Special Reserve - Bourbon Barrel Ale,Saint Louis Brewery / Schlafly Tap Room,5,3.5,4.5,American Strong Ale,4.5,4,
45058,Simcoe Strong Ale,Great Dane Pub & Brewing Company (Downtown),4.5,4,4,American Strong Ale,4,4,
76164,Snow Cru,Engine House No.9,4,4,4,American Strong Ale,4,4,
5613,Stone Brew,Lake Louie Brewery Company,5,5,5,American Strong Ale,5,5,
33393,Stoudt's Harvest Ale,Stoudts Brewing Co.,4,4,4.5,American Strong Ale,3.5,3.5,
76032,Strong Ale Festival 15th Anniversary Blend,Port Brewing Company / Pizza Port,4,4,4,American Strong Ale,4,4,
48270,Strong Blonde,Beermann's Beerwerks,1.5,2,2.5,American Strong Ale,1.5,2,
75861,Tenth Anniversary Ale,Oak Creek Brewery And Grill,3.5,3.5,3,American Strong Ale,4,3.5,
57147,Totonac B-bomb (Barrel Aged Strong Ale),Fremont Brewing Company,4,4.5,4,American Strong Ale,4.5,4.5,
54002,Twain's Jordan's Strong Ale,Twain's Billiards and Tap,3.5,3.5,3.5,American Strong Ale,4,4,
52626,Ultimator,Firehouse Brewing Co.,4,4,4.5,American Strong Ale,3.5,4,
9897,Vintage Ale,Great Dane Pub & Brewing Company (Downtown),4.5,4,4,American Strong Ale,4,4,
37168,Wolfe's Trap Ale,Williamsburg AleWerks,4,4,3,American Strong Ale,4,4,
10001,Benevolence,Cambridge Brewing Company,5,5,4.5,American Wild Ale,4.5,5,12.6
65850,Brettanomyces Bourbon Barrel Aged Gonzo,Flying Dog Brewery,3.5,4.5,3.5,American Wild Ale,3.5,3.5,12
75240,Buddha Nuvo,Rockyard Brewing,4,4,3.5,American Wild Ale,4,4,12
67817,Diamond Kings Of Heaven 2009,Brugge Brasserie,4,4.5,4,American Wild Ale,4,4,12
54803,Splinter Gold,Tröegs Brewing Company,5,4.5,4.5,American Wild Ale,4.5,4.5,12
61874,Great Lakes Jabberwocky,Great Lakes Brewing Company,4,4,3.5,American Wild Ale,3.5,4.5,11.5
43217,Riserva,Weyerbacher Brewing Co.,5,5,4,American Wild Ale,4,5,11.4
62838,White Birch Barrel Aged Rye Four,White Birch Brewing,4.5,4,4.5,American Wild Ale,3.5,4,11.3
60900,White Birch Wild AKA American Wild Ale,White Birch Brewing,4.5,4.5,4.5,American Wild Ale,3.5,4,11.3
34315,Cuvee De Tomme,The Lost Abbey,5,4.5,3.5,American Wild Ale,4,4.5,11
73172,Double Cuvee De Tomme,The Lost Abbey,4,4.5,4,American Wild Ale,4,4,11
69284,Funky Cougar,Bull & Bush Pub & Brewery,4,4,4,American Wild Ale,4,4.5,11
28669,Harvest Ale Cuvee Speciale',Bristol Brewing Company,4,4,4,American Wild Ale,3.5,4,11
72375,Umae Umami,The Livery,4.5,4.5,3.5,American Wild Ale,4,4.5,11
60731,Odell DeConstruction Golden Ale,Odell Brewing Company,5,4,5,American Wild Ale,4.5,4.5,10.5
70536,PipenBock,The Livery,3.5,4,4,American Wild Ale,3.5,3.5,10.5
59440,Double Happiness,Cambridge Brewing Company,4.5,4,4.5,American Wild Ale,4,4,10.4
66302,Dihos Dactylion,Avery Brewing Company,4.5,5,4,American Wild Ale,3.5,4,10.3
52520,Sui Generis,Avery Brewing Company,5,5,4,American Wild Ale,4.5,5,10.2
72975,100% Brett Autumn Maple,The Bruery,5,5,3,American Wild Ale,5,5,10
75455,Cardinal Sin,Laurelwood Public House & Brewery,3,3,3.5,American Wild Ale,2.5,3,10
72617,Cherry Dominique,Goose Island Beer Co.,4,4,4,American Wild Ale,4,4,10
60009,Grumpy Peach,The Grumpy Troll Restaurant and Brewery,4.5,4.5,4,American Wild Ale,4,4.5,10
58085,Grumpy Raspberry,The Grumpy Troll Restaurant and Brewery,4,4,4,American Wild Ale,4,4.5,10
74934,Highland Wild Ale,The Olde Burnside Brewing Company,5,4.5,4,American Wild Ale,4,4.5,10
65216,Nano Series: SAM,The Bruery,4.5,4.5,4,American Wild Ale,4.5,4.5,10
70490,Old Blarney Barleywine - Chardonnay Barrel Aged,Moylan's Brewery,1,1.5,2,American Wild Ale,1.5,1,10
52522,Opus Altar Boy,Avery Brewing Company,5,5,5,American Wild Ale,5,4.5,10
66290,Rose De Cambrinus,Cambridge Brewing Company,5,5,4.5,American Wild Ale,5,5,10
57780,Saboteur,Odell Brewing Company,5,4.5,5,American Wild Ale,4,5,10
46829,Samuel Adams Kosmic Mother Funk,Boston Beer Company (Samuel Adams),4,4,4,American Wild Ale,4,4,10
70603,Very Bad Kitty,Brugge Brasserie,4.5,4,4,American Wild Ale,4,4.5,10
67995,Sur Munk,Mikkeller ApS,4.5,3.5,3.5,American Wild Ale,4,4.5,9.99
65426,Vuja De,Cigar City Brewing,5,4,4,American Wild Ale,4,4.5,9.96
67167,Vuja De - Red Wine Barrel Aged,Cigar City Brewing,4.5,4.5,4.5,American Wild Ale,4.5,5,9.96
60966,Quinquepartite,Avery Brewing Company,5,4.5,4,American Wild Ale,5,4,9.91
57331,Dépuceleuse,Avery Brewing Company,5,3,3.5,American Wild Ale,4.5,4.5,9.73
71123,Meretrix,Avery Brewing Company,5,5,4.5,American Wild Ale,5,5,9.62
72897,Immitis,Avery Brewing Company,4.5,3,4,American Wild Ale,4.5,4,9.54
34124,Amazing Grace Ale,The Lost Abbey,5,5,4,American Wild Ale,5,5,9.5
55743,Amulet: Tyler's Magical Unicorn,The Bruery,4,4.5,4,American Wild Ale,4,3.5,9.5
54547,Brouwers Imagination Series #2 Strong Sour,Port Brewing Company / Pizza Port,5,5,4.5,American Wild Ale,4.5,5,9.5
70042,Hiveranno,Odell Brewing Company,4.5,4,4.5,American Wild Ale,4,5,9.5
72550,HopCat The Rapture,HopCat,5,4.5,3.5,American Wild Ale,4,5,9.5
71774,Lips Of Faith - Clutch Collabeeration,New Belgium Brewing,5,5,5,American Wild Ale,5,5,9.5
64100,Old Scoutter's Call Of The Wild,Bear Republic Brewing Co.,3.5,3.5,3.5,American Wild Ale,4,3.5,9.5
68140,Syrah Barrel La Trappistine With Brettanomyces,Ladyface Ale Companie,3.5,3.5,3.5,American Wild Ale,3,3.5,9.5
69473,Tap Room Sour,Avery Brewing Company,4.5,5,4,American Wild Ale,4,4.5,9.5
55949,Shenanigans,Odell Brewing Company,5,4.5,3.5,American Wild Ale,4,4.5,9.4
65044,Creekside '09 Sour Spice,Creekside Brewing Company,4.5,4,3,American Wild Ale,3.5,4,9.2
72509,Arbor Brewing Special Reserve 2005,Arbor Brewing Company,4.5,4.5,4,American Wild Ale,4,5,9
45453,Bad Sally,Avery Brewing Company,4.5,5,4,American Wild Ale,4,4.5,9
48510,Barrel Select #1,Captain Lawrence Brewing Co.,4.5,4.5,4,American Wild Ale,4,4.5,9
65884,Collaboration Series: ISO:FT,The Bruery,5,4.5,4.5,American Wild Ale,4,4.5,9
36782,Cuvee De Castleton,Captain Lawrence Brewing Co.,5,4.5,4.5,American Wild Ale,5,4.5,9
46824,Funky Bitch,Cambridge Brewing Company,3,3,4,American Wild Ale,3,3,9
68323,It's Alive Hvidvinsfadlagret,Mikkeller ApS,4.5,4,4,American Wild Ale,4.5,5,9
68665,Lips Of Faith - Eric's Ale (Bourbon Barrel Aged),New Belgium Brewing,5,4.5,4.5,American Wild Ale,5,5,9
65205,Nano Series: Bert Zuurman,The Bruery,4.5,4.5,4.5,American Wild Ale,3.5,4,9
71179,Rainier Kriek 2011,Double Mountain Brewery & Taproom,4.5,4,4,American Wild Ale,4.5,4.5,9
53774,Samuel Adams Stony Brook Red (Barrel Room Collection),Boston Beer Company (Samuel Adams),5,4.5,4,American Wild Ale,4,4,9
71763,Summer 2010 Vintage - Blackberry (Sour Barrel #9),Almanac Beer Co.,4,4,4,American Wild Ale,4,4.5,9
